Object_ID,Funding Agency,Year,State,City,Grantee,Awarded Funds,Spent Funds (if applicable) ,"Classification 1: Project Type, primary code (a)","Classification 1: Project Type, primary code (b)","Classification 1: Project Type, primary code (c)","Classification 1: Project Type, secondary code (a)","Classification 1: Project Type, secondary code (b)","Classification 1: Project Type, secondary code (c)",Classification 2: Infrastructure type (I),Classification 2: Infrastructure type (II),Classification 3: Industrial Sector (i),Classification 3: Industrial Sector (ii),Project Title,Award ID,count,FIPS,fips2,County,PctPopChg_09to19,PctChange_MiningEmploy_09to15,mine emply bands,NewMineFlag_09to15,NonMiningFlag_09to15,ARC_Flag,Status,AvgUnempRate_3yr,PerCapMktInc,PovertyRt_5yr,AvgUnemp_PctOfUS_3yr,PCMI_pctOfUs,PovRt_PercOfUS,IndexValueRank,Quartile,EMPTHREEYEAR,UNEMPTHREEYEAR,BEAPOP,PoveryPop_5YrMean
115,EDA,2019,Kentucky,Greenup,Greenup Joint Sewer Agency,2000000,,Business Development,,,Infrastructure Investment,,,Water/Wastewater,,manufacturing,,,047907396,1,21089,21089,Greenup County,-0.049092386887022485,0.0,0.0,0,1,ARC,At-Risk,8.3,25259.0,17.6,152.5,62.1,116.2,2397.0,4.0,12660.0,1144.0,35893.0,6268.0
57,EDA,2015,Kentucky,Elizabethtown,Kentucky Center for Agriculture and Rural Development,468635,468635.0,Business Development,,,Technical Assistance,,,,,"Farming, forestry",,Local Food Supply Chain Development in Eastern Kentucky,047907106,1,21093,21093,Hardin County,0.051306102725903184,0.0,0.0,0,1,,Transitional,8.7,31709.0,14.8,98.5,87.5,99.5,1331.0,2.0,45284.0,4340.0,107025.0,14857.0
65,ARC,2015,Kentucky,Elizabethtown,Kentucky Center for Agriculture and Rural Development,75000,75000.0,Business Development,,,Technical Assistance,,,,,"Forestry, Farming",,Local Food Supply Chain Development in Eastern Kentucky,CO-18305,1,21093,21093,Hardin County,0.051306102725903184,0.0,0.0,0,1,,Transitional,8.7,31709.0,14.8,98.5,87.5,99.5,1331.0,2.0,45284.0,4340.0,107025.0,14857.0
83,ARC,2017,Kentucky,Cumberland,Southeast Kentucky Community & Technical College,300000,,Business Development,,,Entrepreneurial Support;Technical Assistance,,,,,Multi-sector/multi-career prep,,Selling to the World Initiative,,1,21095,21095,Harlan County,-0.11161964615069335,-0.5567360815979601,-0.5567360815979601,0,0,ARC,Distressed,15.4,13620.0,32.1,213.2,35.7,205.7,3096.0,4.0,7892.0,1431.0,28163.0,9035.0
82,ARC,2017,Kentucky,Cumberland,Southeast Kentucky Community & Technical College,596250,,"Research, Planning, Feasibility Studies",Education and Workforce Development,,Workforce Training Program Planning,Training Program ,,,,Multi-sector/multi-career prep,,Southeast Kentucky Revitalization Project,,1,21095,21095,Harlan County,-0.11161964615069335,-0.5567360815979601,-0.5567360815979601,0,0,ARC,Distressed,15.4,13620.0,32.1,213.2,35.7,205.7,3096.0,4.0,7892.0,1431.0,28163.0,9035.0
88,ARC,2018,Kentucky,Cumberland,Southeast Kentucky Community & Technical College,80000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,Undefined/nonspecific,,Creative Capital Investment Assessment: Southeastern Kentucky,,1,21095,21095,Harlan County,-0.11161964615069335,-0.5567360815979601,-0.5567360815979601,0,0,ARC,Distressed,14.8,13053.0,31.2,236.8,32.8,201.8,3097.0,4.0,7273.0,1268.0,27703.0,8661.0
48,EDA,2018,Kentucky,Henderson,Henderson County Fiscal Court,990700,,Business Development,,,Infrastructure Investment,,,Transportation/Transit Infrastructure,,undetermined/not specific,,,047907247,1,21101,21101,Henderson County,-0.022486486486486486,-0.9816849816849816,-0.9816849816849816,0,0,,Transitional,6.2,27184.0,19.0,99.2,68.3,122.5,1864.0,3.0,20245.0,1343.0,46407.0,8602.0
116,EDA,2017,Kentucky,Madisonville,Hopkins County,839966,,Business Development,,,Infrastructure Investment,,,Building Construction/Renovation,,undetermined/not specific,,,"047907202

",1,21107,21107,Hopkins County,-0.04761295822676897,-0.3285280728376328,-0.3285280728376328,0,0,,Transitional,7.3,25950.0,17.3,102.0,68.1,111.0,1845.0,3.0,19672.0,1560.0,46376.0,7867.0
112,EDA,2017,Kentucky,Madisonville,Hopkins County,227927,227927.0,Business Development,,,Entrepreneurial Support;Access to Capital,,,,,undetermined/not specific,,,047907239,1,21107,21107,Hopkins County,-0.04761295822676897,-0.3285280728376328,-0.3285280728376328,0,0,,Transitional,7.3,25950.0,17.3,102.0,68.1,111.0,1845.0,3.0,19672.0,1560.0,46376.0,7867.0
43,EDA,2015,Kentucky,Madisonville,Hopkins County Fiscal Court,160000,144508.0,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,048607116,1,21107,21107,Hopkins County,-0.04761295822676897,-0.3285280728376328,-0.3285280728376328,0,0,,Transitional,8.1,24847.0,19.5,91.3,68.6,130.9,1976.0,3.0,21087.0,1862.0,46718.0,8970.0
110,ARC,2020,Kentucky,Louisville,"Mountain Kentucky Dataseam Initiative, Inc.",1500000,,Education and Workforce Development,,,Training Program,,,,,Information Technology,,Dataseam K-12 IT Apprentice Expansion,ARC20C20074,1,21111,21111,Jefferson County,0.034625743493420555,0.0,0.0,0,1,,Transitional,4.6,39810.0,15.0,94.6,92.9,102.9,1066.0,2.0,366502.0,17558.0,771158.0,112275.0
91,ARC,2019,Kentucky,Paintsville,"East Kentucky Advanced Manufacturing Institute, Inc.",1500000,,Education and Workforce Development,,,Training Program,,,,,Manufacturing,,eKAMI Workforce Development Program,,1,21115,21115,Johnson County,-0.0500085631101216,-0.7860082304526749,-0.7860082304526749,0,0,ARC,Distressed,9.0,18637.0,26.2,166.0,45.8,173.2,2962.0,4.0,6976.0,692.0,22978.0,5964.0
86,ARC,2018,Kentucky,Littcarr,Carr Creek Alumni Association,50000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning;Infrastructure Investment,,,Building Construction/Renovation,,,,The Magic of Carr Creek: A Community Revitalization Project,,1,21119,21119,Knott County,-0.09421265141318977,-0.713823767178658,-0.713823767178658,0,0,ARC,Distressed,12.3,14305.0,28.1,196.5,36.0,181.6,3074.0,4.0,4564.0,641.0,15693.0,4308.0
90,ARC,2019,Kentucky,Hindman,"Appalachian Artisan Center, Inc",867582,,Education and Workforce Development,,,Training Program,,,,,Manufacturing,,Troublesome Creek Stringed Instruments Company,,1,21119,21119,Knott County,-0.09421265141318977,-0.713823767178658,-0.713823767178658,0,0,ARC,Distressed,10.8,13735.0,31.6,198.4,33.8,209.0,3083.0,4.0,4322.0,522.0,15544.0,4784.0
119,EDA,2019,Kentucky,Gray,"KCEOC Community Action Partnership, Inc",3000000,,Education and Workforce Development,,,Infrastructure Investment,,,Building Construction/Renovation,,multi-sector,,,047907411,1,21121,21121,Knox County,-0.023147131700279145,-0.11538461538461539,-0.11538461538461539,0,0,ARC,Distressed,8.7,13931.0,34.4,159.5,34.2,227.8,3074.0,4.0,9029.0,857.0,31687.0,10613.0
103,ARC,2019,Kentucky,Gray,"KCEOC Community Action Partnership, Inc",1500000,,Education and Workforce Development,,,Infrastructure Investment,,,Building Construction/Renovation,,Multi-sector/multi-career prep,,Workforce Training Center,*047907411,1,21121,21121,Knox County,-0.023147131700279145,-0.11538461538461539,-0.11538461538461539,0,0,ARC,Distressed,8.7,13931.0,34.4,159.5,34.2,227.8,3074.0,4.0,9029.0,857.0,31687.0,10613.0
107,ARC,2020,Kentucky,London,"Saint Joseph London Foundation, Inc.",990510,,Health,,,Infrastructure Investment;Improve Access to Care,,,Building Construction/Renovation,Equipment and Materials,"health, social services",,Neonatal Intensive Care Unit (NICU),,1,21125,21125,Laurel County,0.033373549253173374,0.8333333333333334,0.8333333333333334,0,0,ARC,At-Risk,6.1,22337.0,24.6,126.1,52.1,168.5,2713.0,4.0,22608.0,1467.0,60174.0,14479.0
79,ARC,2017,Kentucky,London,Kentucky Highlands Investment Corporation,1250000,,Business Development,,,Access to Capital;Entrepreneurial Support;Technical Assistance,,,,,Undefined/nonspecific,,Kentucky Highlands Employment and Financial Training Program,,1,21125,21125,Laurel County,0.033373549253173374,0.8333333333333334,0.8333333333333334,0,0,ARC,At-Risk,9.2,21051.0,23.3,127.3,55.2,149.5,2657.0,4.0,22237.0,2244.0,60015.0,13674.0
106,ARC,2020,Kentucky,Whitesburg,Mountain Comprehensive Health Corporation,1500000,,Health,,,Infrastructure Investment,,,Building Construction/Renovation,,"health, social services",,Transitional Housing Facility,,1,21133,21133,Letcher County,-0.12096741302663241,-0.8244725738396624,-0.8244725738396624,0,0,ARC,Distressed,10.8,13834.0,30.5,223.6,32.3,209.5,3087.0,4.0,5969.0,723.0,22339.0,6946.0
74,ARC,2017,Kentucky,Whitesburg,City of Whitesburg,500000,,Economic Asset Development,,,Infrastructure Investment,,,Building Construction/Renovation,,Tourism/hospitality industry/outdoor recreation,,Whitesburg Daniel Boone Hotel Stabilization,,1,21133,21133,Letcher County,-0.12096741302663241,-0.8244725738396624,-0.8244725738396624,0,0,ARC,Distressed,14.2,15955.0,24.5,197.3,41.9,156.8,3043.0,4.0,6850.0,1134.0,23359.0,5760.0
64,ARC,2015,Kentucky,Whitesburg,"Appalshop, Inc.
",75000,75000.0,Education and Workforce Development,,,Training Program;Infrastructure Investment,,,Equipment and Materials,,multi-sector,,Mines to Minds: SE Kentucky High Tech Workforce,CO-18306,1,21133,21133,Letcher County,-0.12096741302663241,-0.8244725738396624,-0.8244725738396624,0,0,ARC,Distressed,11.6,16434.0,25.7,130.8,45.4,172.9,2980.0,4.0,7706.0,1013.0,23952.0,6172.0
108,ARC,2020,Kentucky,Whitesburg,"Eastern Kentucky Heritage Foundation, Inc.",6320,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning;Health;Workforce Training Program Planning,,,,,Construction,,Tiny House Manufacturing,ARC20C20100,1,21133,21133,Letcher County,-0.12096741302663241,-0.8244725738396624,-0.8244725738396624,0,0,ARC,Distressed,10.8,13834.0,30.5,223.6,32.3,209.5,3087.0,4.0,5969.0,723.0,22339.0,6946.0
58,EDA,2015,Kentucky,Whitesburg,"Appalshop, Inc.
",200000,200000.0,Education and Workforce Development,,,Training Program,,,,,Information Technology,,Mines to Minds: The Southeast Kentucky High Tech Workforce Certificate Project,047907101,1,21133,21133,Letcher County,-0.12096741302663241,-0.8244725738396624,-0.8244725738396624,0,0,ARC,Distressed,11.6,16434.0,25.7,130.8,45.4,172.9,2980.0,4.0,7706.0,1013.0,23952.0,6172.0
97,ARC,2019,Kentucky,Vanceburg,Lewis County Fiscal Court,76000,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment,,,Broadband,,,,Lewis County Broadband Strategic Plan and Feasibility Study,,1,21135,21135,Lewis County,-0.04289834174477289,0.0,0.0,0,1,ARC,Distressed,9.1,17396.0,28.2,167.0,42.8,186.9,3018.0,4.0,4598.0,459.0,13442.0,3773.0
118,EDA,2018,Kentucky,Stearns,"McCreary County Heritage Foundation, Inc.",2000000,,Economic Asset Development,,,Infrastructure Investment,,,Downtown Revitalization,Transportation/Transit Infrastructure,tourism,,,047907293,1,21147,21147,McCreary County,-0.05872391565606905,-0.5,-0.5,0,0,ARC,Distressed,10.8,9935.0,41.0,171.8,25.0,265.1,3110.0,4.0,4517.0,545.0,17878.0,6723.0
49,EDA,2020,Kentucky,Whitley City,McCreary County Water District,1779760,,Business Development,,,Infrastructure Investment,,,Water/Wastewater,,manufacturing,,,047907457,1,21147,21147,McCreary County,-0.05872391565606905,-0.5,-0.5,0,0,ARC,Distressed,7.5,11356.0,41.0,155.7,26.5,280.8,3105.0,4.0,4478.0,364.0,17465.0,6628.0
77,ARC,2017,Kentucky,Berea,"Federation of Appalachian Housing Enterprises, Inc.",1000000,,Health,,,Substance Abuse Program;Infrastructure Investment,,,Building Construction/Renovation,,"Health, social services",,UPLIFT Appalachia Recovery Project,,1,21151,21151,Madison County,0.12146027304742149,0.0,0.0,0,1,ARC,Transitional,6.2,24675.0,21.7,86.6,64.7,139.0,2043.0,3.0,42278.0,2812.0,87340.0,17189.0
93,ARC,2019,Kentucky,Richmond,Eastern Kentucky University,1463927,,Education and Workforce Development,,,Training Program,,,,,Aviation/aerospace,,Kentucky's Appalachia Aviation Maintenance Technician Training Project,,1,21151,21151,Madison County,0.12146027304742149,0.0,0.0,0,1,ARC,Transitional,4.6,25146.0,21.3,85.3,61.8,140.9,2011.0,3.0,42504.0,2065.0,89547.0,17222.0
69,ARC,2016,Kentucky,Berea,"Federation of Appalachian Housing Enterprises, Inc.",1000000,,Education and Workforce Development,Health,,Training Program,Infrastructure Investment,,,,Construction,,Appalachian HEAT squad Project,,1,21151,21151,Madison County,0.12146027304742149,0.0,0.0,0,1,ARC,Transitional,7.1,23677.0,21.4,87.1,63.8,139.6,2158.0,3.0,42174.0,3215.0,85590.0,16742.0
70,ARC,2016,Kentucky,Berea,Mountain Association for Community Economic Development,2022133,,Business Development,Education and Workforce Development,,Access to Capital;Entrepreneurial Support;Technical Assistance,Training Program,,,,Energy efficiency sector,,Economic Transition for Eastern Kentucky (ETEK) Initiative,,1,21151,21151,Madison County,0.12146027304742149,0.0,0.0,0,1,ARC,Transitional,7.1,23677.0,21.4,87.1,63.8,139.6,2158.0,3.0,42174.0,3215.0,85590.0,16742.0
94,ARC,2019,Kentucky,Berea,"Federation of Appalachian Housing Enterprises, Inc.",1000000,,Health,Education and Workforce Development,,Substance Abuse Program,Training Program,,,,Undefined/nonspecific,,Second Chance Employment,,1,21151,21151,Madison County,0.12146027304742149,0.0,0.0,0,1,ARC,Transitional,4.6,25146.0,21.3,85.3,61.8,140.9,2011.0,3.0,42504.0,2065.0,89547.0,17222.0
42,EDA,2015,Kentucky,Berea,Berea College,100000,100000.0,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,048607111,1,21151,21151,Madison County,0.12146027304742149,0.0,0.0,0,1,ARC,Transitional,7.6,23292.0,21.0,85.1,64.3,140.8,2122.0,3.0,41304.0,3376.0,84786.0,16195.0
80,ARC,2017,Kentucky,Maysville,Maysville Community and Technical College,1290000,,Education and Workforce Development,,,Training Program,,,,,Aviation/aerospace,,KY-WV Regional Drone Technology Workforce,,1,21161,21161,Mason County,-0.024013722126929673,0.0,0.0,0,1,,Transitional,9.0,26216.0,19.9,124.3,68.8,127.6,2199.0,3.0,7015.0,690.0,17166.0,3392.0
117,EDA,2017,Kentucky,Hartford,Rochester Dam Regional Water Commission,3000000,,Economic Asset Development,,,Infrastructure Investment,,,Water/Wastewater,,undetermined/not specific,,,047907236,1,21183,21183,Ohio County,0.006375304085227749,1.0990990990990992,1.0990990990990992,0,0,,At-Risk,8.4,21780.0,22.2,116.6,57.1,142.6,2500.0,4.0,9074.0,832.0,23977.0,5232.0
87,ARC,2018,Kentucky,Hazard,Hazard Community and Technical College,600000,,Education and Workforce Development,,,Training Program;Infrastructure Investment,,,Building Construction/Renovation,Equipment and Materials,,welding,Welding Technology,,1,21193,21193,Perry County,-0.10288381164669824,-0.5773944620971403,-0.5773944620971403,0,0,ARC,Distressed,11.2,19726.0,25.4,178.7,49.6,164.3,2963.0,4.0,8582.0,1083.0,27565.0,6894.0
95,ARC,2019,Kentucky,Hazard,Foundation for Appalachian Kentucky,1500000,,Leadership and community capacity development,Economic Asset Development,Business Development,Investment in Leadership/Community Resources,Infrastructure Investment,Access to Capital,Downtown Revitalization,Building Construction/Renovation,Undefined/nonspecific,,"Revitalize, Redevelop, and Reinvest (R3) Initiative",,1,21193,21193,Perry County,-0.10288381164669824,-0.5773944620971403,-0.5773944620971403,0,0,ARC,Distressed,9.9,19043.0,27.4,182.2,46.8,181.5,2999.0,4.0,8148.0,896.0,27343.0,7394.0
113,EDA,2018,Kentucky,Hazard,City of Hazard ,1484000,,Business Development,,,Infrastructure Investment,,,Energy Infrastructure,,undetermined/not specific,,,047907302,1,21193,21193,Perry County,-0.10288381164669824,-0.5773944620971403,-0.5773944620971403,0,0,ARC,Distressed,11.2,19726.0,25.4,178.7,49.6,164.3,2963.0,4.0,8582.0,1083.0,27565.0,6894.0
96,ARC,2019,Kentucky,Hazard,"Housing Development Alliance, Inc.",833670,,Health,Education and Workforce Development,,Substance Abuse Program,Training Program,,,,Construction,,Hope Building,,1,21193,21193,Perry County,-0.10288381164669824,-0.5773944620971403,-0.5773944620971403,0,0,ARC,Distressed,9.9,19043.0,27.4,182.2,46.8,181.5,2999.0,4.0,8148.0,896.0,27343.0,7394.0
46,EDA,2018,Kentucky,Hazard,Perry County Fiscal Court,60000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,Drone port,,,046907259,1,21193,21193,Perry County,-0.10288381164669824,-0.5773944620971403,-0.5773944620971403,0,0,ARC,Distressed,11.2,19726.0,25.4,178.7,49.6,164.3,2963.0,4.0,8582.0,1083.0,27565.0,6894.0
68,ARC,2016,Kentucky,Hazard,"Eastern Kentucky Concentrated Employment Program, Inc",2750000,,Education and Workforce Development,,,Training Program,,,,,Information Technology,,TechHire Eastern Kentucky (TEKY) Initiative,,1,21193,21193,Perry County,-0.10288381164669824,-0.5773944620971403,-0.5773944620971403,0,0,ARC,Distressed,11.9,18954.0,25.3,146.9,51.1,164.3,2928.0,4.0,10038.0,1361.0,28010.0,7006.0
92,ARC,2019,Kentucky,Hazard,"Eastern Kentucky Concentrated Employment Program, Inc",1461078,,Education and Workforce Development,Health,,Training Program,Substance Abuse Program,,,,Undefined/nonspecific,,Eastern Kentucky Addiction Recovery & Training (eKART),,1,21193,21193,Perry County,-0.10288381164669824,-0.5773944620971403,-0.5773944620971403,0,0,ARC,Distressed,9.9,19043.0,27.4,182.2,46.8,181.5,2999.0,4.0,8148.0,896.0,27343.0,7394.0
60,ETA,2017,Kentucky,Hazard,"Eastern Kentucky Concentrated Employment Program, Inc",1327546,1327546.0,Education and Workforce Development,,,Training Program,,,,,undetermined/not specific,,Layoff-KY-X7-EKCEP ,EM268411560A21,1,21193,21193,Perry County,-0.10288381164669824,-0.5773944620971403,-0.5773944620971403,0,0,ARC,Distressed,12.3,20131.0,26.6,171.3,52.8,170.8,2964.0,4.0,9045.0,1273.0,27597.0,7306.0
54,EDA,2015,Kentucky,Hazard,Perry County Fiscal Court,100000,100000.0,Leadership and community capacity development,,,Investment in Leadership/Community Resources,,,,,undetermined/not specific,,Southeastern Kentucky Economic HUB Opportunities Diversification Implementation Project,047907105,1,21193,21193,Perry County,-0.10288381164669824,-0.5773944620971403,-0.5773944620971403,0,0,ARC,Distressed,11.1,19534.0,25.8,124.7,53.9,173.1,2838.0,4.0,10375.0,1292.0,28241.0,7187.0
44,EDA,2015,Kentucky,Hazard,Kentucky River Area Development District,80000,80000.0,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,048607109,1,21193,21193,Perry County,-0.10288381164669824,-0.5773944620971403,-0.5773944620971403,0,0,ARC,Distressed,11.1,19534.0,25.8,124.7,53.9,173.1,2838.0,4.0,10375.0,1292.0,28241.0,7187.0
121,EDA,2018,Kentucky,Pikeville,Pike County Fiscal Court,59500,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment,,,Broadband,,undetermined/not specific,,,046907280,1,21195,21195,Pike County,-0.10992864173228346,-0.5132890365448505,-0.5132890365448505,0,0,ARC,Distressed,10.7,19933.0,22.9,170.9,50.1,148.0,2885.0,4.0,19686.0,2362.0,61792.0,14256.0
98,ARC,2019,Kentucky,Pikeville,"Pikeville Medical Center, Inc.",1500000,,Health,,,Infrastructure Investment;Improve Access to Care,,,Building Construction/Renovation,Equipment and Materials,"health, social services",,Pikeville Medical Center’s Children’s Hospital,,1,21195,21195,Pike County,-0.10992864173228346,-0.5132890365448505,-0.5132890365448505,0,0,ARC,Distressed,10.2,19445.0,25.2,187.5,47.8,166.7,2973.0,4.0,18793.0,2132.0,60555.0,15528.0
122,EDA,2018,Kentucky,Ashcamp,"WestCare Kentucky, Inc",330790,,Health,,,Infrastructure Investment,,,Building Construction/Renovation,,"health, social services",,,"04790709802

",1,21195,21195,Pike County,-0.10992864173228346,-0.5132890365448505,-0.5132890365448505,0,0,ARC,Distressed,10.7,19933.0,22.9,170.9,50.1,148.0,2885.0,4.0,19686.0,2362.0,61792.0,14256.0
